date,adaptive_return,static_60_40_return,adaptive_equity_weight,static_60_40_equity_weight,adaptive_turnover,adaptive_cost
2016-05-10,0.009448790889,0.007382903315,0.7636662413,0.6,0.007063707493,3.531853747e-06
2016-05-11,-0.006805113185,-0.00503061019,0.7659216211,0.60300532,0,0
2016-05-12,-0.000417467035,-0.0009079741372,0.7639554407,0.6003846743,0,0
2016-05-13,-0.005766378729,-0.003721455142,0.7644964229,0.6011047959,0,0
2016-05-16,0.006662031832,0.004450752547,0.7622300477,0.5980926534,0,0
2016-05-17,-0.007441922042,-0.006144749145,0.7625379102,0.6,0.004235209386,2.117604693e-06
2016-05-18,-0.00170428655,-0.003066801271,0.7610828653,0.598073961,0,0
2016-05-19,-0.002403717996,-0.001677365628,0.7626053394,0.6000893777,0,0
2016-05-20,0.004965044198,0.004040764638,0.7617942526,0.5990149943,0,0
2016-05-23,-0.0008881192396,-0.0005630258253,0.7628195344,0.6003733665,0,0
2016-05-24,0.003623577753,0.007120682137,0.3863685183,0.6,0.752177237,0.0003760886185
2016-05-25,0.002365764212,0.003912536548,0.389816869,0.6034798935,0,0
2016-05-26,0.002001897366,0.001399698657,0.3915347442,0.6052054499,0,0
2016-05-27,0.0005158260526,0.001842909244,0.3908646554,0.6045329978,0,0
2016-05-31,-2.594386471e-05,-0.0006858566625,0.3923426546,0.6060151357,0,0
2016-06-01,0.0008800260663,0.001089148029,0.5958276464,0.6,0.408442647,0.0002042213235
2016-06-02,0.003068242343,0.003067988091,0.5964020137,0.6005724128,0,0
2016-06-03,0.00196540189,0.001914225109,0.5963873837,0.6005578327,0,0
2016-06-06,0.001956471791,0.001988679042,0.5934393625,0.5976197207,0,0
2016-06-07,0.001365025324,0.001514999736,0.7642796666,0.6,0.3379701891,0.0001689850945
2016-06-08,0.002768400477,0.002425648215,0.7643001839,0.6000273332,0,0
2016-06-09,-0.0006835902394,-0.0002078050404,0.7646750163,0.6005268656,0,0
2016-06-10,-0.006414216989,-0.004279755998,0.7641530808,0.5998313847,0,0
2016-06-13,-0.005404712524,-0.003805668474,0.7617969547,0.5967000594,0,0
2016-06-14,-0.001566646254,-0.001293101044,0.7627647979,0.6,0.005469890654,2.734945327e-06
2016-06-15,-0.0003396179884,0.0003834241374,0.7624569751,0.5995918479,0,0
2016-06-16,0.002528487093,0.002216492464,0.7616526333,0.5985264112,0,0
2016-06-17,-0.003644228444,-0.003589647378,0.7619989663,0.5989849775,0,0
2016-06-20,0.003883945181,0.002133396056,0.7619380216,0.5989042623,0,0
2016-06-21,0.001640975983,0.0008028840215,0.764648279,0.6,0.001540325323,7.701626616e-07
2016-06-22,-0.0007844423986,-0.0001906626482,0.7655620433,0.6012196342,0,0
2016-06-23,0.008840951135,0.005913776363,0.764913073,0.6003532201,0,0
2016-06-24,-0.02437519158,-0.01624455406,0.7680836815,0.6045959675,0,0
2016-06-27,-0.01151040377,-0.007089266111,0.759003459,0.5925106332,0,0
2016-06-28,0.003900659601,0.01073685339,0.2515833147,0.6,1.005012609,0.0005025063047
2016-06-29,0.00131354419,0.008681726046,0.254997507,0.6043245288,0,0
2016-06-30,0.005177997615,0.009181178043,0.2589992733,0.6093246825,0,0
2016-07-01,0.002500261712,0.002310410492,0.2611810371,0.6120201191,0,0
2016-07-05,0.002173392016,-0.002273310588,0.2610768772,0.611891922,0,0
2016-07-06,0.001768183221,0.00365983071,0.2766196244,0.6,0.0359654365,1.798271825e-05
2016-07-07,-0.001124842219,-0.0008985734891,0.277782425,0.6013920391,0,0
2016-07-08,0.005537195635,0.009729388066,0.2779228565,0.6015598025,0,0
2016-07-11,-0.002804322529,4.777492656e-05,0.2805080487,0.6046346251,0,0
2016-07-12,0.001672343928,0.001983936006,0.6,0.6,0.6354220938,0.0003177110469
2016-07-13,0.0009382418245,0.0009382418245,0.6031573729,0.6031573729,0,0
2016-07-14,0.001708237782,0.001708237782,0.6025079305,0.6025079305,0,0
2016-07-15,-0.00232389775,-0.00232389775,0.6048385922,0.6048385922,0,0
2016-07-18,0.001521152094,0.001521152094,0.6054341629,0.6054341629,0,0
2016-07-19,0.0004650630133,0.0004567838208,0.5969308944,0.6,0.01841642702,9.208213509e-06
2016-07-20,0.001652813009,0.001671895054,0.5960415399,0.5991128695,0,0
2016-07-21,-0.001358129437,-0.001376565929,0.597535003,0.6006025864,0,0
2016-07-22,0.002349365122,0.002365604986,0.5960876862,0.5991589009,0,0
2016-07-25,-0.001945583224,-0.001951453761,0.5973578226,0.6004258534,0,0
2016-07-26,0.0005273187623,0.0005269895807,0.5966429827,0.6,0.0005074318216,2.537159108e-07
2016-07-27,0.001094349095,0.001076411984,0.5966036533,0.5999607785,0,0
2016-07-28,0.0009028248367,0.0009049144544,0.5953191719,0.5986797961,0,0
2016-07-29,0.002505735055,0.002498332627,0.5954688359,0.5988290548,0,0
2016-08-01,-0.001899366463,-0.001890484053,0.5949395007,0.5983011504,0,0
2016-08-02,-0.005632608325,-0.004805258597,0.7647397062,0.6,0.3383244813,0.0001691622407
2016-08-03,0.002359077979,0.00196502443,0.7640147713,0.5990335936,0,0
2016-08-04,0.001379576238,0.001600497857,0.7644443909,0.5996061621,0,0
2016-08-05,0.004784211277,0.002409990689,0.7642033888,0.599284915,0,0
2016-08-08,-0.0005819523568,-0.0005722523745,0.7667852059,0.6027337738,0,0
2016-08-09,0.001295413971,0.001785689339,0.7646929507,0.6,0.004163351011,2.081675506e-06
2016-08-10,-0.001260691648,-0.0004117398495,0.764157289,0.599285887,0,0
2016-08-11,0.002405646028,0.00084627633,0.7632281284,0.5980488427,0,0
2016-08-12,0.000174751927,0.0009057218233,0.7649300301,0.6003162841,0,0
2016-08-15,0.001511398865,0.0005518782085,0.7641317113,0.5992518058,0,0
2016-08-16,-0.004344002727,-0.00377395331,0.7647468384,0.6,0.0008643331743,4.321665872e-07
2016-08-17,0.001816922525,0.001772114709,0.7641213727,0.5991661021,0,0
2016-08-18,0.00213603648,0.00206030952,0.7641702436,0.5992312245,0,0
2016-08-19,-0.001915913005,-0.002233112987,0.7642528073,0.5993412571,0,0
2016-08-22,0.00049126697,0.0008672067763,0.7646000223,0.5998041727,0,0
2016-08-23,0.001518515033,0.001171944931,0.7647081861,0.6,0.001037112688,5.185563442e-07
2016-08-24,-0.003997331212,-0.003214180608,0.7650859652,0.6005040769,0,0
2016-08-25,-0.0009048045949,-0.001056179834,0.7642273038,0.5993588548,0,0
2016-08-26,-0.002345299254,-0.002668347938,0.7643928909,0.5995795631,0,0
2016-08-29,0.004736989183,0.004605811499,0.7647467256,0.6000514079,0,0
2016-08-30,-0.001282069713,-0.001025628887,0.7643832072,0.6,0.001012276262,5.061381311e-07
2016-08-31,-0.002446995058,-0.002170286157,0.7641021746,0.5996255972,0,0
2016-09-01,0.0004055065587,0.0006560108192,0.7637981852,0.5992208265,0,0
2016-09-02,0.002828291561,0.001658849446,0.7635236925,0.5988555243,0,0
2016-09-06,0.003408493569,0.003678065294,0.7648023454,0.6005587497,0,0
2016-09-07,5.608760325e-05,0.0001594836815,0.7631686409,0.6,0.002678944315,1.339472158e-06
2016-09-08,-0.002904883205,-0.003333131304,0.7630554148,0.5998496671,0,0
2016-09-09,-0.01939880425,-0.0162710623,0.7635312168,0.6004816067,0,0
2016-09-12,0.01112002814,0.008912291644,0.7599992278,0.5958034778,0,0
2016-09-13,-0.007372468207,-0.01010241951,0.3017721595,0.6,0.9213052161,0.000460652608
2016-09-14,0.001469913163,0.0006852707955,0.2995051796,0.5974095316,0,0
2016-09-15,0.003177031955,0.006072653296,0.2989533992,0.5967764889,0,0
2016-09-16,-0.0004078346467,-0.001882532235,0.3009846157,0.5991019635,0,0
2016-09-19,-0.001140950834,-0.0005754681368,0.2999434403,0.5979116298,0,0
2016-09-20,0.00110996614,0.0006393502401,0.2515930619,0.6,0.09749865536,4.874932768e-05
2016-09-21,0.004039461549,0.007392175231,0.2513135506,0.5996435498,0,0
2016-09-22,0.003810505259,0.004973840941,0.2531172771,0.6019373047,0,0
2016-09-23,-0.001055846193,-0.003124430188,0.2537453732,0.6027324594,0,0
2016-09-26,9.523996474e-05,-0.003729368258,0.2526217835,0.60130872,0,0
2016-09-27,0.002848907643,0.004402507859,0.2565657978,0.6,0.01202946656,6.014733281e-06
2016-09-28,0.0009467329562,0.002805834996,0.2574235946,0.6010776657,0,0
2016-09-29,-0.001874981575,-0.005201260258,0.2584567371,0.6023712175,0,0
2016-09-30,8.024878594e-05,0.003529266523,0.2565995846,0.6000425099,0,0
2016-10-03,-0.002346861332,-0.002373344981,0.258515096,0.602444143,0,0
2016-10-04,-0.004713088505,-0.004891016872,0.252306678,0.6,0.01238724589,6.193622945e-06
2016-10-05,-0.0005692561008,0.001752621508,0.2522076382,0.5998739775,0,0
2016-10-06,-0.001374503467,-0.000409400789,0.2534679071,0.6014741729,0,0
2016-10-07,0.0002092370324,-0.001488896118,0.253993386,0.6021391976,0,0
2016-10-10,-0.0006395651812,0.002084139053,0.2530693588,0.6009689285,0,0
2016-10-11,-0.004070586097,-0.007689206058,0.3034598888,0.6,0.09781940996,4.890970498e-05
2016-10-12,0.0003947757022,0.0007834318467,0.300837299,0.5970112125,0,0
2016-10-13,0.0004708279319,-0.001117110586,0.3011132025,0.5973266796,0,0
2016-10-14,-0.001998172821,-0.0009346955539,0.2999855869,0.5960358199,0,0
2016-10-17,0.0004785592942,-0.00119481248,0.3007414425,0.5969015532,0,0
2016-10-18,0.00478153455,0.004549763629,0.7620582853,0.6,0.9250089894,0.0004625044947
2016-10-19,0.002141595586,0.001783181249,0.7628287636,0.6010204977,0,0
2016-10-20,-0.001638570321,-0.001482700861,0.7632286574,0.6015507112,0,0
2016-10-21,0.0006137518233,0.0007135817085,0.763054153,0.6013192917,0,0
2016-10-24,0.002923646933,0.002016480118,0.7629426222,0.6011714226,0,0
2016-10-25,-0.002598442417,-0.002085154839,0.7621687613,0.6,0.003570244532,1.785122266e-06
2016-10-26,-0.002046811775,-0.002073172293,0.7615927144,0.599237701,0,0
2016-10-27,-0.002852037142,-0.002978234692,0.761622255,0.5992767739,0,0
2016-10-28,-0.002208239906,-0.00169901579,0.7617637876,0.599464005,0,0
2016-10-31,0.0002313913166,0.0003566493053,0.7611931253,0.5987093748,0,0
2016-11-01,-0.005531952889,-0.004333900638,0.7642889582,0.6,0.006471864907,3.235932453e-06
2016-11-02,-0.003880660623,-0.002394615452,0.7629698564,0.5982447867,0,0
2016-11-03,-0.003636053682,-0.002984693098,0.7613320148,0.5960713151,0,0
2016-11-04,-9.90218875e-05,0.0005940821122,0.7606132246,0.5951194991,0,0
2016-11-07,0.01576014951,0.01141453459,0.759850577,0.5941109664,0,0
2016-11-08,0.002508722313,0.001284551879,0.7534517054,0.6,0.02221823325,1.110911663e-05
2016-11-09,0.00427203732,0.0003194583095,0.7549429204,0.6019289874,0,0
2016-11-10,0.0004496236939,-0.0008409479574,0.7597015246,0.6081165083,0,0
2016-11-11,-0.002244216026,-0.002205601081,0.7612550725,0.6101471579,0,0
2016-11-14,-0.0007841364577,-0.001777502676,0.7612085237,0.6100862375,0,0
2016-11-15,0.00492074692,0.004669957353,0.6456759075,0.6,0.2334567523,0.0001167283761
2016-11-16,-0.000885211089,-0.000756808766,0.6474520664,0.6018639395,0,0
2016-11-17,0.001768115413,0.001332467328,0.6468085916,0.6011885104,0,0
2016-11-18,-0.003006797147,-0.003106505694,0.6489862936,0.6034750556,0,0
2016-11-21,0.005203040155,0.004898289456,0.6494868824,0.6040009455,0,0
2016-11-22,0.001602301706,0.001544677211,0.7639303882,0.6,0.2258522929,0.0001129261464
2016-11-23,-0.0004311665735,-0.001108636764,0.7641117486,0.6002413967,0,0
2016-11-25,0.002641195571,0.001893639934,0.7648572359,0.6012345021,0,0
2016-11-28,-0.002527264397,-0.001016267906,0.7656767687,0.602327803,0,0
2016-11-29,0.001735336695,0.001585803823,0.7646486108,0.6,0.001271328056,6.356640281e-07
2016-11-30,-0.003410907627,-0.004118706012,0.7648123418,0.600218388,0,0
2016-12-01,-0.003708145994,-0.003731121592,0.7655884978,0.6012545322,0,0
2016-12-02,0.00143566563,0.002090889739,0.7656136819,0.601288177,0,0
2016-12-05,0.004506588156,0.00345525897,0.7648991794,0.6003342403,0,0
2016-12-06,0.002510595701,0.002050813833,0.7647399016,0.6,0.002605928244,1.302964122e-06
2016-12-07,0.01079096453,0.009185867996,0.7652401629,0.6006676441,0,0
2016-12-08,0.0009949410882,-2.809658432e-05,0.7669735838,0.6029857935,0,0
2016-12-09,0.003448216939,0.001619417114,0.768087452,0.6044792943,0,0
2016-12-12,-0.0008400531562,-0.0006218207233,0.7700717238,0.6071474375,0,0
2016-12-13,0.005233838638,0.004227235749,0.7647445488,0.6,0.01017961434,5.089807172e-06
2016-12-14,-0.008267439235,-0.008277047674,0.7658361963,0.6014577128,0,0
2016-12-15,0.002498897584,0.001362942449,0.7658467662,0.6014718413,0,0
2016-12-16,-0.001207917682,-0.0006813811112,0.767082952,0.603126119,0,0
2016-12-19,0.002750353126,0.003153173425,0.7665084817,0.6023568899,0,0
2016-12-20,0.002450493162,0.001467692754,0.7645761865,0.6,0.002988615869,1.494307934e-06
2016-12-21,-0.001746964172,-0.001021333286,0.7656481602,0.6014307049,0,0
2016-12-22,-0.001423268231,-0.001210485703,0.7648539171,0.6003704027,0,0
2016-12-23,0.001346359684,0.001263936711,0.7646209212,0.6000596488,0,0
2016-12-27,0.001557746245,0.0009120316955,0.7647109435,0.6001796987,0,0
2016-12-28,-0.005459670053,-0.003495419505,0.7647478814,0.6,0.001336209072,6.681045359e-07
2016-12-29,0.0005591856978,0.001104155869,0.7625906032,0.597127841,0,0
2016-12-30,-0.002079202282,-0.000982261142,0.7619946405,0.5963363832,0,0
2017-01-03,0.005705887443,0.004356447217,0.7607912328,0.5947408423,0,0
2017-01-04,0.004816493434,0.00402425494,0.7647329608,0.6,0.004942318445,2.471159222e-06
2017-01-05,0.0009115649038,0.002108392908,0.7655931584,0.6011483672,0,0
2017-01-06,0.001662695686,0.00032311955,0.7642882373,0.5994070015,0,0
2017-01-09,-0.001636123473,-0.0004678005233,0.7657494489,0.60135721,0,0
2017-01-10,-0.0001118592104,-0.0001900836358,0.7647368017,0.6,0.000528524166,2.64262083e-07
2017-01-11,0.002429581448,0.002151530416,0.764822152,0.6001138634,0,0
2017-01-12,-0.001787101961,-0.001280384701,0.7651250609,0.6005181094,0,0
2017-01-13,0.001242502787,0.0005054022225,0.7645708648,0.5997786792,0,0
2017-01-17,-0.001517130287,-0.0001101358999,0.7653749995,0.600851833,0,0
2017-01-18,2.325458312e-05,-0.001507445704,0.7647407893,0.6,0.00180769926,9.0384963e-07
2017-01-19,-0.00372746447,-0.003743764795,0.7664120957,0.6022329118,0,0
2017-01-20,0.002927323647,0.002402463838,0.7664299364,0.6022567844,0,0
2017-01-23,-0.000773259175,0.000513953341,0.7670005753,0.6030207672,0,0
2017-01-24,0.003629325741,0.002327452575,0.7308406444,0.6,0.06951199572,3.475599786e-05
2017-01-25,0.005019644005,0.003244934398,0.7328413406,0.60244421,0,0
2017-01-26,-0.0004143872395,-0.0001046785617,0.7354926715,0.6056933409,0,0
2017-01-27,-0.000824544905,-0.0004591950981,0.7350282878,0.6051234217,0,0
2017-01-30,-0.004631057436,-0.00386184874,0.7344800799,0.6044510828,0,0
2017-01-31,0.0007104691761,0.001319886909,0.7647520427,0.6,0.06286199815,3.143099908e-05
2017-02-01,-0.0001499708527,-0.000531353274,0.7641180727,0.5991547574,0,0
2017-02-02,0.0005939483786,0.000548284834,0.7645348399,0.5997103032,0,0
2017-02-03,0.005450261227,0.004440202621,0.764584684,0.5997767732,0,0
2017-02-06,-0.0002512958198,0.0008271035745,0.7656818397,0.6012414316,0,0
2017-02-07,0.0004581968495,0.0007476166082,0.7645527246,0.6,9.554267036e-05,4.777133518e-08
2017-02-08,0.001962144151,0.002417502439,0.7642359516,0.599577786,0,0
2017-02-09,0.003126045855,0.001167991798,0.7637386456,0.5989154399,0,0
2017-02-10,0.002866835359,0.002110114739,0.7658755656,0.6017658071,0,0
2017-02-13,0.00381792211,0.002677160822,0.7667000128,0.6028684929,0,0
2017-02-14,0.002279457043,0.0009459530419,0.7755894997,0.6,0.01529748364,7.64874182e-06
2017-02-15,0.003629652357,0.002381171728,0.7769113953,0.6018252101,0,0
2017-02-16,0.0002292552704,0.001079724435,0.7781428128,0.6035298835,0,0
2017-02-17,0.00181947922,0.002010689685,0.7773021624,0.6023656965,0,0
2017-02-21,0.004522129867,0.003396681598,0.7771132991,0.6021044183,0,0
2017-02-22,-0.0003286866523,0.0001101800834,0.7755913642,0.6,0.005261578106,2.630789053e-06
2017-02-23,0.001122913028,0.001471108433,0.7751552077,0.5993988401,0,0
2017-02-24,0.002028089338,0.002621248153,0.7748103054,0.5989238313,0,0
2017-02-27,0.0004010777851,-0.0005050455112,0.7742230831,0.5981158523,0,0
2017-02-28,-0.002199784016,-0.001809114795,0.775592744,0.6,0.000941231104,4.70615552e-07
2017-03-01,0.009284990227,0.005600822883,0.7752044819,0.5994648253,0,0
2017-03-02,-0.00553816401,-0.004939454144,0.7788240744,0.6044703352,0,0
2017-03-03,0.0007019932552,0.0007592409759,0.7782292699,0.6036452673,0,0
2017-03-06,-0.002359521447,-0.001872945845,0.7781727162,0.603566872,0,0
2017-03-07,-0.0026407181,-0.002368970994,0.7755808837,0.6,0.004219306712,2.109653356e-06
2017-03-08,-0.002192659229,-0.00245542909,0.7753100022,0.5996265907,0,0
2017-03-09,0.0003580193482,-0.000354104201,0.7755711324,0.5999865544,0,0
2017-03-10,0.003194684274,0.002952083872,0.7762768223,0.6009602851,0,0
2017-03-13,-0.000166677483,-0.000693294925,0.7765163805,0.6012911498,0,0
2017-03-14,-0.002731607016,-0.001874051943,0.775586667,0.6,0.002902698361,1.451349181e-06
2017-03-15,0.008678417251,0.008697984232,0.7747337224,0.5988248873,0,0
2017-03-16,-0.002147556444,-0.00228867664,0.7747144768,0.5987983956,0,0
2017-03-17,-0.0007572553798,2.303571028e-05,0.774854788,0.5989915578,0,0
2017-03-20,-0.0003095173407,0.0003042246896,0.7740801592,0.5979258312,0,0
2017-03-21,-0.00921218734,-0.006373158841,0.7755831683,0.6,0.004225000168,2.112500084e-06
2017-03-22,0.002249885864,0.002169591773,0.7727419051,0.5960934275,0,0
2017-03-23,-0.001061531524,-0.001057182999,0.7728215489,0.5962026288,0,0
2017-03-24,-0.0004319597649,-0.0002031687354,0.7728172216,0.5961966952,0,0
2017-03-27,-0.0002323939372,0.000384470651,0.7725896921,0.5958847735,0,0
2017-03-28,0.004875562583,0.002999293696,0.7755267467,0.6,0.007101071428,3.550535714e-06
2017-03-29,0.001360550471,0.001694877254,0.7773771848,0.6025558506,0,0
2017-03-30,0.001841319634,0.0007875437569,0.7770466725,0.6020986417,0,0
2017-03-31,-0.001368782389,-0.0006146587097,0.7780882733,0.603540559,0,0
2017-04-03,-0.0002558860195,0.000908903994,0.777341253,0.6025061301,0,0
2017-04-04,0.0001758633942,-0.0001847810336,0.7755329202,0.6,0.001309857033,6.549285166e-07
2017-04-05,-0.001882899323,-0.001029947308,0.775890265,0.6004928359,0,0
2017-04-06,0.00203007703,0.001420062759,0.7750430748,0.5993250014,0,0
2017-04-07,-0.001468226498,-0.001819491271,0.775647118,0.6001574586,0,0
2017-04-10,0.0008647378846,0.001075920286,0.7759959506,0.6006386615,0,0
2017-04-11,0.0001166560777,0.001138410977,0.7755716139,0.6,0.0004303580242,2.151790121e-07
2017-04-12,-0.002694251608,-0.001376869448,0.7745586386,0.5986047023,0,0
2017-04-13,-0.004341628406,-0.002666068286,0.7732477301,0.5968032466,0,0
2017-04-17,0.006472927895,0.004622730023,0.771575439,0.5945120649,0,0
2017-04-18,-0.001032537923,0.0004917722807,0.7753841092,0.6,0.003957698902,1.978849451e-06
2017-04-19,-0.002012274374,-0.002147596399,0.773867846,0.5979137525,0,0
2017-04-20,0.005792942009,0.003967151077,0.7740027029,0.5980990461,0,0
2017-04-21,-0.002367295031,-0.001726900606,0.7758078529,0.6005841745,0,0
2017-04-24,0.00806240803,0.005771567958,0.7751706781,0.599705952,0,0
2017-04-25,0.003353858303,0.001426422172,0.7755540351,0.6,0.003747662859,1.87383143e-06
2017-04-26,9.820171559e-05,0.0006693065099,0.7774578507,0.6026299466,0,0
2017-04-27,0.0007983546229,0.0007666119243,0.7768927166,0.6018482102,0,0
2017-04-28,-0.001462493098,-0.0009002312212,0.7769241234,0.6018916311,0,0
2017-05-01,0.001473295937,0.0006530356135,0.7763665695,0.6011212055,0,0
2017-05-02,0.000755702891,0.001052605189,0.7755678527,0.6,0.003220362037,1.610181018e-06
2017-05-03,-0.001406157264,-0.00155599507,0.7752730913,0.599593699,0,0
2017-05-04,0.0004028483543,-0.0002001591113,0.7754218976,0.5997987844,0,0
2017-05-05,0.00309730042,0.002439774515,0.7760195815,0.600623135,0,0
2017-05-08,-0.0006772519783,-0.001077652007,0.7766691602,0.6015201893,0,0
2017-05-09,-0.0009682650662,-0.001006932211,0.7755797597,0.6,0.002972389708,1.486194854e-06
2017-05-10,0.001308124517,0.0009262463683,0.7756175509,0.6000521111,0,0
2017-05-11,-0.001415543767,-0.0009240896802,0.7759956055,0.6005736372,0,0
2017-05-12,-0.0001484949305,0.0010424553,0.7755079311,0.599900965,0,0
2017-05-15,0.004128386248,0.003039822585,0.774327057,0.5982748681,0,0
2017-05-16,-0.0004142563221,-2.192051312e-05,0.775587052,0.6,0.0003679165808,1.839582904e-07
2017-05-17,-0.01195700907,-0.007432916396,0.7751979263,0.5994636452,0,0
2017-05-18,0.003040548544,0.002276062031,0.7706573386,0.5932360565,0,0
2017-05-19,0.00495328395,0.003751399375,0.7714166008,0.5942734577,0,0
2017-05-22,0.003667848039,0.00257266215,0.772607092,0.595903249,0,0
2017-05-23,0.001119068108,0.0002779968752,0.7735714865,0.6,0.0002409996928,1.204998464e-07
2017-05-24,0.002272003414,0.002225232509,0.7744167916,0.6011591965,0,0
2017-05-25,0.003827908574,0.003097124914,0.7744638437,0.6012237779,0,0
2017-05-26,-1.327535832e-05,0.0001357428239,0.7751978479,0.6022320155,0,0
2017-05-30,-0.0001055114775,0.0004814471632,0.7750477075,0.6020256612,0,0
2017-05-31,-8.930410103e-05,3.607298129e-05,0.7755674683,0.6,0.002222565258,1.111282629e-06
